,belongs_to_collection,genres,id,overview,popularity,production_companies,status,tagline,title,vote_average,vote_count,director
38875,Now You See Me Collection,"Action, Adventure, Comedy, Crime, Mystery, Thriller",291805,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",39.540653,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'TIK Films', 'id': 72441}]",Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3362.0,['Jon M. Chu']
2217,,"Comedy, Drama",637,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.39497,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Melampo Cinematografica', 'id': 370}]",Released,"An unforgettable fable that proves love, family and imagination conquer all.",Life Is Beautiful,8.3,3643.0,['Roberto Benigni']
44835,Transformers Collection,"Action, Science Fiction, Thriller, Adventure",335988,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",39.186819,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Hasbro Studios', 'id': 22826}]",Released,"For one world to live, the other must die.",Transformers: The Last Knight,6.2,1440.0,['Michael Bay']
42193,,"Mystery, Drama, Thriller",397837,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",38.995136,"[{'name': 'Jon Shestack Productions', 'id': 10991}, {'name': 'Awesomeness Films', 'id': 63484}]",Released,What if today was the only day of the rest of your life?,Before I Fall,6.8,651.0,['Ry Russo-Young']
4779,Harry Potter Collection,"Adventure, Fantasy, Family",671,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",38.187238,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]",Released,Let the Magic Begin.,Harry Potter and the Philosopher's Stone,7.5,7188.0,['Chris Columbus']
45193,,Comedy,417870,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",37.964872,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Will Packer Productions', 'id': 49968}]",Released,"""Forgive us in advance for this wild weekend""",Girls Trip,7.1,393.0,['Malcolm D. Lee']
44949,,"Drama, Thriller",269795,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",37.484577,"[{'name': 'Pandemonium', 'id': 8915}, {'name': 'Lightstream Entertainment', 'id': 69756}]",Released,,2:22,5.5,277.0,['Paul Currie']
26614,The Avengers Collection,"Action, Adventure, Science Fiction",99861,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",37.37942,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Revolution Sun Studios', 'id': 76043}]",Released,A New Age Has Come.,Avengers: Age of Ultron,7.3,6908.0,['Joss Whedon']
42178,,"Mystery, Thriller, Horror",419430,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",36.894806,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'QC Entertainment', 'id': 72725}, {'name': 'Monkeypaw Productions', 'id': 88934}]",Released,"Just because you're invited, doesn't mean you're welcome.",Get Out,7.2,2978.0,['Jordan Peele']
1183,Psycho Collection,"Drama, Horror, Thriller",539,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",36.826309,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]",Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,8.3,2405.0,['Alfred Hitchcock']
24410,,"War, Drama, Action",228150,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",36.713807,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'QED International', 'id': 11029}, {'name': 'Crave Films', 'id': 16312}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'Le Grisbi Productions', 'id': 47169}]",Released,War never ends quietly.,Fury,7.4,4028.0,['David Ayer']
44009,Despicable Me Collection,"Action, Animation, Adventure, Family, Comedy",324852,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,36.631519,"[{'name': 'Illumination Entertainment', 'id': 6704}]",Released,Oh brother.,Despicable Me 3,6.2,2002.0,"['Kyle Balda', 'Pierre Coffin']"
1185,The Godfather Collection,"Drama, Crime",240,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",36.629307,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'The Coppola Company', 'id': 536}]",Released,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3418.0,['Francis Ford Coppola']
41499,Star Wars Collection,"Action, Adventure, Science Fiction",330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,36.567575,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Allison Shearmur Productions', 'id': 47706}, {'name': 'Black Hangar Studios', 'id': 68738}, {'name': 'Stereo D', 'id': 86561}]",Released,A Rebellion Built on Hope,Rogue One: A Star Wars Story,7.4,5111.0,['Gareth Edwards']
23402,,"Action, Science Fiction",240832,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",36.447603,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 23616}]",Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,6048.0,['Luc Besson']
42859,,"Horror, Science Fiction, Thriller",395992,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",36.263803,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Nvizage', 'id': 82925}]",Released,Be careful what you search for,Life,6.3,1959.0,['Daniel Espinosa']
40046,,"Drama, Fantasy, Adventure",283366,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,36.262655,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'St. Petersburg Clearwater Film Commission', 'id': 68621}]",Released,Stay peculiar,Miss Peregrine's Home for Peculiar Children,6.5,3213.0,['Tim Burton']
43643,,"Drama, Western",399019,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",36.26051,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Focus Features', 'id': 10146}]",Released,"Innocent, until betrayed.",The Beguiled,5.8,279.0,['Sofia Coppola']
41153,,"Action, Adventure",415214,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,35.972581,[],Released,,Operation Mekong,6.8,30.0,['Dante Lam']
43234,,"Action, Comedy",339846,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",35.637691,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Fremantle Productions', 'id': 62029}, {'name': 'Seven Bucks Productions', 'id': 73669}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Uncharted', 'id': 90835}]",Released,"Don't worry, summer is coming",Baywatch,6.1,1829.0,['Seth Gordon']
1159,,Drama,510,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.3,3001.0,['Miloš Forman']
21990,Thor Collection,"Action, Adventure, Fantasy",76338,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",34.905447,"[{'name': 'Marvel Studios', 'id': 420}]",Released,Delve into the darkness,Thor: The Dark World,6.8,4873.0,['Alan Taylor']
41410,,"Animation, Drama",378064,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",34.852055,"[{'name': 'Kyoto Animation', 'id': 5438}]",Released,,A Silent Voice,8.1,157.0,['Naoko Yamada']
40268,,"Romance, Animation, Drama",372058,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",34.461252,"[{'name': 'CoMix Wave Films', 'id': 10198}]",Released,,Your Name.,8.5,1030.0,['Makoto Shinkai']
10340,,"Comedy, Drama, Romance",19404,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",34.457024,"[{'name': 'Yash Raj Films', 'id': 1569}]",Released,Come... Fall In Love,Dilwale Dulhania Le Jayenge,9.1,661.0,['Aditya Chopra']
36258,,"Drama, Romance",296096,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",34.34759,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Released,#LiveBoldly,Me Before You,7.6,2674.0,['Thea Sharrock']
